entity_id,source,source_id,pref_label_fr,pref_label_en,alt_labels_fr,alt_labels_en,description_fr,description_en,esco_skill_type,esco_reuse_level,hard_soft_provisional,hard_soft_method,it_subtype
SKL_a47350a90c0e,ESCO,7d5ff73e-7bea-436d-974f-3a51ce24a138,développer un moteur de jeu virtuel,,,,Créer un cadre logiciel virtuel contenant des informations détaillées sur les tâches communes liées aux jeux.,,skill/competence,sector-specific,hard,esco_skillcompetence_default,programmation
SKL_3edaef77a8dc,ESCO,6fe76a8b-4d5f-4cea-b76b-5908463fb014,étudier des schémas comportementaux sur des sites internet,,,,"Étude, analyse et optimisation des résultats d’entreprises et de l’expérience des utilisateurs en ligne grâce à l’utilisation d’outils métriques de suivi de sites web.",,skill/competence,cross-sector,hard,esco_skillcompetence_default,autre_hard
SKL_5ca14d6a9200,ESCO,9190d87f-9792-42e0-bb7f-64294a656bcd,contrôler la performance du système,,contrôler l’historique du système | contrôler l’activité du système | surveiller l’activité du système | suivre la performance du système | surveiller la performance du système | suivre l’activité du système | contrôler la performance du système informatique,,"Mesurer la fiabilité et la performance du système avant, pendant et après l’intégration des composants, ainsi qu’au cours de l’exploitation et de la maintenance du système. Sélectionner et utiliser des outils et des techniques de suivi des performances, tels que des logiciels spéciaux.",,skill/competence,sector-specific,hard,esco_skillcompetence_default,autre_hard
SKL_c8eeeb942505,ESCO,5592ab32-4e7a-4cda-8e64-ca36d5de8a10,s’adapter à des changements de situation,,,,"Changer d’approche face à des situations de changements inattendus et soudains des besoins et de l’humeur de personnes, ou de tendances; réorienter les stratégies, improviser et s’adapter naturellement à ces circonstances.",,skill/competence,cross-sector,hard,esco_skillcompetence_default,autre_hard
SKL_54a4b95de040,ESCO,370ebe1f-55a5-424f-a44e-f3c19222d63b,donner des conseils en matière de renforcement de la sécurité,,,,Fournir aux clients des informations et des conseils sur la manière de prévenir les menaces et les incidents de sécurité.,,skill/competence,sector-specific,hard,esco_skillcompetence_default,autre_hard
SKL_2ab0a661bd39,ESCO,6ad40ca3-dc34-4442-b23f-0b1b28936f56,maintenir une conception réactive,,administrer un site évolutif,,Veiller à ce que le fonctionnement du site web soit basé sur la technologie la plus récente et à ce que le site soit compatible avec de multiples plates-formes et aisément accessible aux appareils mobiles.,,skill/competence,occupation-specific,hard,esco_skillcompetence_default,developpement_conception
SKL_d59c1c655f17,ESCO,3bddfd7c-ab6d-40c2-883d-5e97fb7640ba,concevoir un logiciel,,créer le modèle d’un logiciel | imaginer un logiciel | créer le design d’un logiciel | concevoir le logiciel | concevoir des logiciels | développer un logiciel,,Transposer une série d’exigences en un logiciel clair et organisé.,,skill/competence,sector-specific,hard,esco_skillcompetence_default,developpement_conception
SKL_6187c92b007c,ESCO,713fb616-118e-40bc-9366-4a69879a49d5,mettre en œuvre des processus de qualité des données,,mettre en œuvre des procédures de qualité des données | vérifier les données | appliquer des processus de qualité des données | vérifier la qualité des données | mener un audit de qualité des données | mettre en œuvre les processus de qualité des données,,"Appliquer des techniques d’analyse, de validation et de vérification de données afin de vérifier l’intégrité de la qualité des données.",,skill/competence,cross-sector,hard,esco_skillcompetence_default,donnees_bdd
SKL_5d017b2d9604,ESCO,e5d1f825-60ed-4bdd-872a-e748c387f777,CSS,,,,"La langue informatique CSS est une langue de feuilles de style utilisée pour présenter des documents structurés.  Ces documents doivent respecter les feuilles de style, un ensemble de règles de style telles que la police de caractère, la couleur et la présentation.",,knowledge,sector-specific,hard,esco_knowledge_pillar,langage_ou_techno_nommee
SKL_6e8bbfce6061,ESCO,af8ca5cf-7fd1-4275-a886-e951c335d497,assister un opérateur multimédia,,,,"Assumer, le cas échéant, les tâches de l’opérateur multimédia. Demander des signaux pour l’opérateur multimédia ou utiliser l’équipement multimédia soi-même.",,skill/competence,sector-specific,hard,esco_skillcompetence_default,autre_hard
SKL_25518c6e74b0,ESCO,2b92a5b2-6758-4ee3-9fb4-b6387a55cc8f,effectuer une analyse de données,,,,"Collecter des données et des statistiques à tester et évaluer afin de produire des affirmations et des prédictions de modèles, dans le but de découvrir des informations utiles dans un processus décisionnel.",,skill/competence,cross-sector,hard,esco_skillcompetence_default,donnees_bdd
SKL_03b15408b13e,ESCO,5233e3f4-904a-4f68-9327-707f11d93374,créer un appel à l’action,,créer des appels à l’action | créer une invitation à passer à l’action | créer un incitant à l’action | créer un CTA | créer un call to action | soumettre un appel à l’action,,"Faire appel au public pour provoquer sa réaction instantanée. Utiliser des verbes à l’impératif dans le message, par exemple «Rendez-nous visite aujourd’hui!».",,skill/competence,occupation-specific,hard,esco_skillcompetence_default,autre_hard
SKL_6f26fd81e617,ESCO,8b0f73ff-d36b-4196-bb83-464c3a6ef07d,théorie des jeux,,théorie de la décision interactive | théorie des jeux pour la blockchain | théorie de la résolution des conflits | théorie des jeux pour blockchain | théorie du choix rationnel | théorie de résolution des conflits,,"L’étude de modèles mathématiques de décisions stratégiques entre parties prenantes. Les applications concernent tous les domaines des sciences sociales, ainsi que la science des systèmes, l’informatique et la logique. Les concepts essentiels sont l’équilibre de Nash et le dilemme du prisonnier. 	",,knowledge,cross-sector,hard,esco_knowledge_pillar,autre_hard
SKL_ae8a143ffa63,ESCO,b16bcbcb-1d3f-42b3-a6a5-b91348a72b70,WildFly,,,,Le serveur d’application open source Jboss est une plateforme Linux qui supporte les applications Java et les grands sites web.,,knowledge,sector-specific,hard,esco_knowledge_pillar,developpement_conception
SKL_54429feac7cb,ESCO,071233c4-ad2b-4f50-b79f-768d2231163e,système de noms de domaine,,DNS | serveur DNS,,Base de données de noms qui met en correspondance des adresses IP avec des noms de domaine internet. Le système de noms de domaine permet aux internautes d’utiliser des noms tels que des titres de sites web au lieu de mémoriser les adresses IP numériques utilisées par les ordinateurs pour localiser un site web concret. 	,,knowledge,sector-specific,hard,esco_knowledge_pillar,donnees_bdd
SKL_31729146cb82,ESCO,e79a3803-dd53-46b0-906b-13e6d46ef687,informatique quantique,,méthodes de calcul quantique,,La branche de l’informatique qui suit les principes de la théorie quantique et utilise des particules subatomiques pouvant exister sous plusieurs états grâce à des bits quantiques ou des qubits. 	,,knowledge,sector-specific,hard,esco_knowledge_pillar,developpement_conception
SKL_74015909b033,ESCO,561c2525-5bd8-4d86-8f45-820f4be7db93,rédiger les conclusions d’un test,,,,"Rédiger les résultats d’un test en mettant l’accent sur les conclusions et les recommandations, en différenciant les résultats par niveaux de sévérité. Inclure les informations pertinentes du plan du test et décrire les méthodologies de test, en utilisant des paramètres, des tableaux et des méthodes visuelles pour expliquer, le cas échéant.",,skill/competence,cross-sector,hard,esco_skillcompetence_default,developpement_conception
SKL_3b1c6e0aad62,ESCO,cbe2c304-1e7d-489a-97d9-a7d3e37a9db6,appliquer la théorie des systèmes d’information et de communication,,,,"Mettre en œuvre les principes de la théorie des systèmes d’information et de communication afin d’expliquer et de documenter les caractéristiques de ces systèmes, qui peuvent être appliquées de manière universelle à d’autres systèmes.",,skill/competence,sector-specific,hard,esco_skillcompetence_default,autre_hard
SKL_7c72a040d0cb,ESCO,ed0718f6-5823-4c74-9749-2936c9c06203,élaborer un plan d’audit,,,,"Définir toutes les tâches organisationnelles (temps, lieu et ordre) et établir une liste de contrôle des thèmes à auditer.",,skill/competence,cross-sector,hard,esco_skillcompetence_default,autre_hard
SKL_c6b378206477,ESCO,339ac029-066a-4985-9f9d-b3d7c8fea0bb,gérer le personnel,,,,"Gérer les employés et le personnel subalterne, travaillant en équipe ou individuellement, afin d’optimiser leurs performances et leur contribution. Programmer leur mission et leurs activités, donner des instructions, motiver et diriger les travailleurs pour atteindre les objectifs de l’entreprise. Contrôler et mesurer la manière dont l'employé assume ses responsabilités et la bonne exécution de ces activités. Identifier les domaines à améliorer et émettre des suggestions pour y parvenir. Diriger un groupe de personnes afin de les aider à atteindre leurs objectifs et maintenir une relation de travail efficace entre les membres du personnel.",,skill/competence,cross-sector,hard,esco_skillcompetence_default,autre_hard
SKL_bb70c18773cc,ESCO,a71577b2-7550-4222-88ee-dcbd2d881516,logiciel d’édition graphique,,PixBuilder Photo Editor | PhotoScape | KolourPaint | PhotoPerfect | PicMonkey | IrfanView | Tux Paint | Pixia | Shotwell | Photogenics | ACD Canvas | Apache OpenOffice Draw | sK1 | XPaint | TVPaint | Corel Painter Essentials | Photo Mechanic | Serif Photoplus | Color It! | SAILightZone | Swift 3D | UFRaw | GIMPshop | GraphicConverter | Project Dogwaffle | Sodipodi | FastStone Image Viewer | GimPhoto | Iridient Developer | Fatpaint | Corel Photo-Paint | Unified Color HDR PhotoStudio | F-Spot | Ulead PhotoImpact | XnView | Inkscape | Xara Xtreme LX | QFX | NeoPaint | CinePaint | Adobe Photoshop Elements | Pictor Paint | Balsamiq | Pixelmator | Fotografix | Autodesk SketchBook Pro | Picasa | CodedColor | Embroidermodder | ArcSoft PhotoImpression | RawTherapee | Chasys Draw IES | Macromedia FreeHand | G'MIC | Phatch | LView Pro | ImageMagick | Zoner Photo Studio | ArtRage | cosmigo Pro Motion | Darktable | Ability Photopaint | PMview | Rawstudio | Xara Photo & Graphic Designer | Serif DrawPlus | OmniGraffle | LazPaint | SVG-edit | Erdas Imagine | vector graphics editor | Paint.NET | DigiKam | GrafX2 | LibreOffice Draw | Pixlr.com | GraphicsMagick,,"Le domaine des outils informatiques graphiques qui permettent le montage numérique et la composition de graphiques, tels que GIMP, Adobe Photoshop et Adobe Illustrator, pour développer à la fois des graphiques raster 2D ou vecteur 2D.",,knowledge,sector-specific,hard,esco_knowledge_pillar,autre_hard
SKL_8311e0f8dbf3,ESCO,c1f29568-f2bb-49d2-b6c2-28748bd1629b,gérer du contenu en ligne,,gérer du contenu de site internet | administrer du contenu en ligne | gérer des contenus en ligne | assurer la gestion de contenu en ligne | gérer du contenu de site web | gérer du contenu web,,"Veiller à ce que le contenu du site internet soit à jour, organisé et attractif, et à ce qu’il réponde aux besoins des publics cibles, aux exigences de l’entreprise et aux normes internationales en vérifiant les liens, en établissant le calendrier et l’ordre de publication.",,skill/competence,sector-specific,hard,esco_skillcompetence_default,donnees_bdd
SKL_7b9fab74c27a,ESCO,f3cc52e3-a96c-4549-b841-6e41a846fa99,rédiger des rapports sur des questions environnementales,,,,"Élaborer des rapports sur l’environnement et communiquer au sujet des questions environnementales. Informer le public ou toutes les parties intéressées dans un contexte donné des récentes évolutions pertinentes au niveau de l’environnement, des prévisions d’avenir dans ce domaine, ainsi que des éventuels problèmes et solutions possibles.",,skill/competence,cross-sector,hard,esco_skillcompetence_default,autre_hard
SKL_a62c8a265ae4,ESCO,26baf34d-6721-4bac-b7eb-add0bc566a82,soigner les détails en vue des audits,,assurer une conformité permanente facilitant les audits,,"Veiller à assurer une conformité constante aux normes et aux exigences, notamment par la tenue à jour des certifications et le suivi des activités afin de garantir que les procédures soient correctement appliquées, de telle sorte que les audits puissent se dérouler sans heurts et qu’aucun aspect négatif ne puisse être identifié.",,skill/competence,cross-sector,hard,esco_skillcompetence_default,autre_hard
SKL_2fe1ad7a3d79,ESCO,dfff95c6-9758-4c04-a228-7eaa88dec6cd,concevoir la complexité de l’organisation,,,,"Déterminer la stratégie d’authentification et d’accès multicomptes pour des organisations complexes (par exemple, une organisation présentant des exigences de conformité variables, une multiplicité des unités opérationnelles et des exigences d’évolutivité variables). Concevoir des réseaux et des environnements d’informatique en nuage multicomptes pour des organisations complexes. 	",,skill/competence,sector-specific,hard,esco_skillcompetence_default,autre_hard
SKL_8137328e7791,ESCO,01e7dee7-3ff1-4807-acad-058dbed91aba,tenir à jour ses connaissances des produits,,,,"Recueillir les informations les plus récentes sur les développements liés aux produits, méthodes ou techniques existants ou pris en charge.",,skill/competence,sector-specific,hard,esco_skillcompetence_default,developpement_conception
SKL_d8c205c532f4,ESCO,84f583f4-f32a-4202-9b92-e25f0c978410,logiciels bancaires,,application bancaire principale | application bancaire de base,,"La sélection de logiciels utilisés pour la gestion des activités bancaires de base (par exemple dépôts, paiements, prêts, opérations bancaires, données clients) et d’autres fonctions liées aux activités bancaires. 	",,knowledge,sector-specific,hard,esco_knowledge_pillar,autre_hard
SKL_ae868395e7ed,ESCO,11747665-0e98-4f27-bd0d-536862cd5746,identifier les fournisseurs,,choisir des fournisseurs | trouver des fournisseurs | sélectionner des fournisseurs,,"Déterminer les fournisseurs potentiels en vue de négociations ultérieures. Tenir compte d’aspects tels que la qualité des produits, la durabilité, l’approvisionnement local, la saisonnalité et la couverture de la région. Évaluer la probabilité d’obtenir des contrats et des accords avantageux avec eux.",,skill/competence,cross-sector,hard,esco_skillcompetence_default,autre_hard
SKL_e439fbbfbc7a,ESCO,901105f8-3a08-453e-b1dc-23619e317fd3,créer un organigramme de programmation,,,,Composer un diagramme illustrant le déroulement systématique d’une procédure ou d’un système en utilisant des lignes connectrices et un ensemble de symboles.,,skill/competence,cross-sector,hard,esco_skillcompetence_default,autre_hard
SKL_56acbc4788c5,ESCO,bd698bbe-7003-4508-b422-46c2ff4d5e95,principes de stratégie d’entreprise,,,,"La terminologie relative à la conception et à la mise en œuvre des grandes tendances et des grands objectifs qui sont fixés par les cadres d’une organisation, tout en gardant à l’esprit ses ressources, sa concurrence et ses environnements.",,knowledge,cross-sector,hard,esco_knowledge_pillar,autre_hard
SKL_7412de0dce4d,ESCO,699c949a-699a-4858-a02e-a63f66872d6f,application du concept de blockchain,,application de la technologie blockchain,,"Le processus de transfert des concepts essentiels de la technologie de la blockchain  et, plus généralement, des registres distribués vers divers domaines d’application. À cette fin, il est nécessaire de bien comprendre ce qu’entraîne l’introduction de schémas de transactions et de consensus entre pairs en termes de défis, solutions et conséquences.",,knowledge,cross-sector,hard,esco_knowledge_pillar,donnees_bdd
SKL_cccca3da833a,ESCO,484df271-bb52-49f1-8f50-f19624bf4df2,bibliothèques de composants logiciels,,,,"Les progiciels, modules, services web et ressources qui couvrent un ensemble de fonctions connexes, ainsi que les bases de données où se trouvent ces composants réutilisables.",,knowledge,sector-specific,hard,esco_knowledge_pillar,developpement_conception
SKL_2b9b57d62800,ESCO,ea412de3-9d7a-4943-8d8c-c6d3c7495d0e,exécuter un test d’intégration,,réaliser un test d’intégration | exécuter des tests d’intégration | effectuer un test d’intégration | procéder à un test d’intégration | exécuter des tests unitaires | tester les interfaces entre les composants logiciels,,"Tester les composants du système ou des logiciels regroupés de différentes manières pour évaluer leur capacité à s’interconnecter, leur interface et leur capacité à offrir une fonctionnalité globale.",,skill/competence,sector-specific,hard,esco_skillcompetence_default,autre_hard
SKL_aaa07ffaa309,ESCO,013441c1-1f13-47e9-80c4-9a53e8e1bc05,KDevelop,,,,"Le programme informatique KDevelop est une suite d’outils de développement de logiciels destinés à l’écriture de programmes (tels qu’un compilateur, un programme de débogage, un éditeur de code et un surligneur), intégrés dans une interface utilisateur unifiée. Il est développé par la communauté logicielle KDE.",,knowledge,sector-specific,hard,esco_knowledge_pillar,donnees_bdd
SKL_0d6403d7297a,ESCO,a23659b1-a8bc-4331-a58d-eef263ca6a14,respecter des procédures de travail,,,,Respecter les procédures de travail de manière structurée et systématique.,,skill/competence,cross-sector,hard,esco_skillcompetence_default,autre_hard
SKL_04a2d8996b23,ESCO,8764d4b1-e069-44f2-8baa-fb1eee1850ec,Oracle Application Development Framework,,,,"L’environnement de développement de logiciels cadre Java qui fournit des fonctionnalités et des composants spécifiques (telles que les fonctionnalités de réutilisation améliorées, la programmation visuelle et déclarative) qui soutiennent et orientent le développement d’applications d’entreprise.",,knowledge,sector-specific,hard,esco_knowledge_pillar,developpement_conception
SKL_4c069489e522,ESCO,89f6560b-2194-45c9-9ece-d33049a73eef,génie informatique,,ingénierie informatique,,"Discipline d’ingénierie associant l’informatique et le génie électrique pour développer du matériel et des logiciels informatiques. Le génie informatique a pour objet l’électronique, la conception de logiciels, et de l’intégration de matériel et de logiciels.",,knowledge,cross-sector,hard,esco_knowledge_pillar,autre_hard
SKL_88eabaa2c80d,ESCO,52cf3037-ab53-4806-85ed-7fd21ea7f6a1,Groovy,,,,"Les techniques et les principes du développement de logiciels, tels que l’analyse, les algorithmes, le codage, les tests et la compilation des modèles de programmation en Groovy.",,knowledge,sector-specific,hard,esco_knowledge_pillar,developpement_conception
SKL_ae7e75a47fef,ESCO,69cfc5ed-6569-4aca-a4cc-fd782ba51d9c,mettre en œuvre la gestion des risques des TIC,,,,"Élaborer et mettre en œuvre des procédures permettant d’identifier, d’évaluer, de traiter et d’atténuer les risques liés aux TIC, tels que les piratages ou les fuites de données, conformément à la stratégie, aux procédures et aux politiques en matière de risques de l’entreprise. Analyser et gérer les risques et incidents de sécurité. Recommander des mesures pour améliorer la stratégie en matière de sécurité numérique.",,skill/competence,sector-specific,hard,esco_skillcompetence_default,autre_hard
SKL_621054dadc59,ESCO,0e1fe34b-f4e7-4642-8c8b-5a05ac3438e5,gérer un planning de tâches,,,,"Maintenir une vue d’ensemble de toutes les tâches entrantes afin de hiérarchiser les tâches, planifier leur exécution et intégrer les nouvelles tâches lorsqu’elles se présentent.",,skill/competence,cross-sector,hard,esco_skillcompetence_default,autre_hard
