entity_id,source,source_id,pref_label_en,pref_label_fr,alt_labels_en,alt_labels_fr,description_en,description_fr,esco_skill_type,esco_reuse_level,hard_soft_provisional,hard_soft_method,it_subtype
SKL_de2ce348c043,ESCO,e5a6e1e0-1b07-4432-83ba-77d593b2cb47,SAS Data Management,SAS Data Management,SAS Data Management software,,"The computer program SAS Data Management is a tool for integration of information from multiple applications, created and maintained by organisations, into one consistent and transparent data structure, developed by the software company SAS.",,knowledge,sector-specific,hard,esco_knowledge_pillar,knowledge_general
SKL_28b7ed57d769,ESCO,0e44ceb3-9dd4-4ec4-b1d7-a0e83ddba7d4,automotive engineering,ingénierie automobile,vehicle engineering | automotive technology | motor vehicle engineering | engineering of automobiles | engineering of automotives | designing automobiles | constructing automobiles | engineering of vehicles,,"The discipline of engineering that combines mechanical, electrical, electronic, software and safety engineering to design motor vehicles such as trucks, vans and automobiles.",,skill/competence,cross-sector,hard,esco_skillcompetence_default,other_hard
SKL_fb63a8e76983,ESCO,2b285a57-4add-453e-af5d-3d986a65c8fe,use computer telephony integration,utiliser le couplage téléphonie informatique,perform computer telephony integration | computer telephony | computer–telephone integration | computer telephony integration | CTI,utiliser le CTI | réaliser le couplage téléphonie informatique | définir le couplage téléphonie informatique | utiliser le couplage téléphonie-informatique | effectuer le couplage téléphonie informatique,Utilise technology that allows interaction between telephone and computer in order to enable call services directly within a desktop environment.,,skill/competence,sector-specific,hard,esco_skillcompetence_default,other_hard
SKL_6924454c4c1e,ESCO,3e9b580d-811b-48df-a5d1-a7bdd26f901f,prepare financial auditing reports,préparer des rapports d’audit financier,write up auditing financial reports | make auditing financial reports ready | prepare auditing reports | formulate auditing financial reports | preparing financial auditing reports | prepare reports on financial audits | prepare auditing financial report,,"Compile information on audit findings of financial statements and financial management in order to prepare reports, point out improvement possibilities, and confirm governability.",,skill/competence,cross-sector,hard,esco_skillcompetence_default,other_hard
SKL_e56f14fb3529,ESCO,a18b1d91-f0bd-495d-ba8e-d9532f117b89,video-games functionalities,fonctionnalités de jeux vidéo,video-games characteristics | video-games functionality | video-games systems | video-games insights | video-game functionalities,,Characteristics and insights of video-games in order to advise customers accordingly.,,knowledge,cross-sector,hard,esco_knowledge_pillar,knowledge_general
SKL_32fecb551172,ESCO,bc010c93-498c-4362-958b-943df3608add,coordinate music with scenes,coordonner de la musique avec des scènes,arrange music with scenes | synchronise music with scenes | coordinating music with scenes | coordinate music with scene,,Coordinate the selection of music and sounds so they match the mood of the scene.,,skill/competence,sector-specific,hard,esco_skillcompetence_default,other_hard
SKL_c969868dd488,ESCO,509909a2-4a8f-4ead-8ad0-968df63b77cc,social media marketing techniques,techniques de marketing des médias sociaux,strategies for social media platforms | social media marketing strategies | strategies for social media marketing,,The marketing methods and strategies used to increase attention and website traffic through social media channels.,,knowledge,cross-sector,hard,esco_knowledge_pillar,knowledge_general
SKL_d013cece9680,ESCO,78b26c92-da70-4c72-9f10-7a8c8b9db02e,use internet to increase sales,utiliser l’internet pour augmenter des ventes,using the internet to increase sales | operate internet to increase sales | apply internet to increase sales | use of the internet to increase sales | handle internet to increase sales | adopt internet to increase sales | use the internet to increase sales,,"Promote goods and services through the use of internet systems such as e-commerce, m-commerce and social media in order to increase sales.",,skill/competence,sector-specific,hard,esco_skillcompetence_default,other_hard
SKL_2d0bf10bdaa9,ESCO,eda4d727-4374-49af-ace4-118c7c906835,search engine optimisation,optimisation des moteurs de recherche,search engine marketing | SEM | Search marketing | search engine optimization,SEO | SEM | optimisation du positionnement dans les moteurs de recherche | référencement naturel | SERP | optimisation pour les moteurs de recherche | marketing des moteurs de recherche | search engine optimisation,The marketing approach which promotes webpage presentation by affecting the specific structures of the website which impact its visibility in unpaid search results.,,knowledge,sector-specific,hard,esco_knowledge_pillar,knowledge_general
SKL_f9ec5e405892,ESCO,d9818afc-1dec-4944-8c9c-e3ae8fad176d,set up the controller of a machine,configurer la commande d’une machine,erect appliance and machine control systems | build the controller of a machine | set up the computer controller of a machine | install appliance and machine control systems | install the controller of a machine | assemble the controller of a machine | erect the controller of a machine | assemble appliance and machine control systems | build appliance and machine control systems,,Set up and give commands to a machine by dispatching the appropriate data and input into the (computer) controller corresponding with the desired processed product.,,skill/competence,cross-sector,hard,esco_skillcompetence_default,other_hard
SKL_ba6f2b242a2a,ESCO,73225018-7139-433b-bdba-2b90774761d9,issue purchase orders,émettre des bons de commande,send purchase orders | publish purchase orders | issue a purchase order | issuing purchase orders | produce purchase orders | purchase order issue | prepare purchase orders,,Produce and review the documents needed to authorise shipment of a product from the supplier at a specified price and within specific terms.,,skill/competence,sector-specific,hard,esco_skillcompetence_default,other_hard
SKL_0b6d0771361b,ESCO,fae27053-8924-4bfd-b565-c9fe502044c9,system design,conception des systèmes,system architecture design,conception de l'architecture du système,"The process of defining the architecture for different components and modules of a system, as well as the relevant data, for satisfying specific requirements.",,knowledge,sector-specific,hard,esco_knowledge_pillar,knowledge_general
SKL_5dbd23c13574,ESCO,d181042e-c531-4461-af7c-4071c53418fe,type on electronic devices,taper sur des appareils électroniques,touch type on electronic devices | typing on an electronic device | type on an electronic device | typing on electronic devices | create text on electronic devices | write on electronic devices,,Type fast and flawless on electronic devices such as computers in order to ensure a quick and accurate data entry.,,skill/competence,cross-sector,hard,esco_skillcompetence_default,other_hard
SKL_0bc0173c81a1,ESCO,c8ca84c8-7eb7-493f-9178-729f46b7591a,set up tote board,installer un panneau totalisateur,set up tote boards | setting up tote board | construct tote board | install tote board,,Install and the tote board used to display information relevant to tote betting at an event.,,skill/competence,occupation-specific,hard,esco_skillcompetence_default,other_hard
SKL_1980883e820f,ESCO,ab67fbfb-0ca7-4345-8bf6-af8f59480212,design database backup specifications,concevoir les spécifications de sauvegarde des bases de données,create database backup specifications | draft database backup specifications | specify database backup procedures | define database backup specifications | lay out database backup specifications,,Specify procedures to be performed on databases which ensure the copying and archiving of data for possible restoration in case of a data loss event.,,skill/competence,sector-specific,hard,esco_skillcompetence_default,data_databases
SKL_2967c56cf4f1,ESCO,b080a008-a35d-4bd0-92e9-edf3773bb2b7,use communication and collaboration software,utiliser des logiciels de communication et de collaboration,communicate in digital environments | interact through ICT | use e-mail software and services | communicate on-line | communicate online,,"Use simple digital tools and technologies for communicating, interacting and collaborating with others.",,skill/competence,transversal,soft,esco_transversal_collection,soft_transversal
SKL_1548ab6bfafd,ESCO,7c939ef4-adb2-4c0c-aa27-9cc1aefd7c81,blockchain-based services regulation,réglementation des services fondés sur la technologie de la chaine de blocs,regulatory framework for blockchain | legal guidance for blockchain | legal regulations for blockchain,réglementation des services fondés sur la technologie de la blockchain | cadre réglementaire de la blockchain | réglementations juridiques pour la blockchain | orientations juridiques pour la chaîne de blocs | cadre réglementaire pour la chaîne de blocs | réglementations légales pour la blockchain | conseils juridiques pour la blockchain,"Key legal regulations around the blockchain, both existing and emerging ones. In Europe, regulations around the Digital Euro and Crypt-Assets, as well as the Pan-European blockchain regulatory sandbox are considered most essential.",,knowledge,cross-sector,hard,esco_knowledge_pillar,emerging_tech
SKL_f2275773560a,ESCO,31d35d3d-2bf2-49aa-9c20-92566ef80277,use ICT systems,utiliser des systèmes TIC,complete complex tasks through use of ICT systems | use information and communication technology systems | conduct work activities using ICT systems | complete complex tasks through utilisation of ICT systems | use computer systems | utilise ICT systems | perform work tasks using ICT systems | use information and communication technologies | use ICT | utilise information and communication technologies | work using ICT systems,,Select and use ICT systems for a variety of complex tasks in order to meet a variety of needs.,,skill/competence,cross-sector,hard,esco_skillcompetence_default,other_hard
SKL_3aa64195f966,ESCO,625b57ee-29d4-425b-bf99-9fd54dd021fe,Kali Linux,Kali Linux,Kali Tools | Kali Docs | Kali NetHunter | Kali penetration testing tool | Kali Linux distribution,,"The Kali Linux tool is a penetration testing tool which tests security weaknesses of the systems for potentially unauthorised access to system information by information gathering, vulnerability analysis and wireless and passwords attacks.",,knowledge,sector-specific,hard,esco_knowledge_pillar,systems_infrastructure
SKL_da156cbd384c,ESCO,ad008df3-dcaf-45ee-8892-2319a3b66c98,oversee clinical information system activities,superviser les activités des systèmes d’information clinique,oversee activities of clinical information system | manage clinical information system activities | administer clinical information system activities | supervise clinical information system activites | supervise activities of clinical information system | oversee clinical information systems activities,,"Supervise and oversee day-to-day operational and clinical information system activities such as CIS, which are used for collecting and storing clinical information regarding the healthcare delivery process.",,skill/competence,occupation-specific,hard,esco_skillcompetence_default,other_hard
SKL_49c98be795fd,ESCO,ce6242a1-a2d9-43e6-a481-ae89b9ec0460,model microelectronics,modéliser des appareils microélectroniques,microelectronics modelling | microelectronics simulating | modelling micro-electronics | model micro-electronics | simulate microelectronics | micro-electronics modelling | simulating microelectronics | simulating micro-electronics | micro-electronics simulating | modelling microelectronics | simulate micro-electronics,,"Model and simulate microelectronic systems, products, and components using technical design software. Assess the viability of the product and examine the physical parameters to ensure a successful production process.",,skill/competence,sector-specific,hard,esco_skillcompetence_default,other_hard
SKL_7244cf04ed21,ESCO,eca40476-bf90-44fd-b318-c609ab083bc4,store performance equipment,stocker des équipements de représentation,store equipment for performance | storing performance equipment | put away performance equipment | keep performance equipment,,"Dismantle sound, light and video equipment after a performance event and store in a safe place.",,skill/competence,sector-specific,hard,esco_skillcompetence_default,other_hard
SKL_5b4b7d94893a,ESCO,5b8a3dd2-de10-48a0-8ce5-522f1fff8450,perform contract compliance audits,réaliser des audits de conformité contractuelle,carry out an in-depth audit | conduct compliance audit | perform contract quality audit | perform a detailed compliance audit report,effectuer des audits de conformité contractuelle | mener à bien des audits de conformité contractuelle | vérifier la conformité contractuelle,"Execute a thorough contract compliance audit, ensuring that goods or services are being delivered in a correct and timely fashion, checking for clerical errors or missed credits and discounts and starting procedures for cash recovery.",,skill/competence,cross-sector,hard,esco_skillcompetence_default,it_management
SKL_87e726dfb63f,ESCO,861313ba-3a1a-4d33-842a-1b8e45e2415b,manage ICT legacy implication,gérer les conséquences de l’obsolescence des TIC,analyse legacy implication,gérer les effets de l’obsolescence des TIC | traiter les conséquences de l’obsolescence des TIC | gérer l’incidence de l’obsolescence des TIC | faire face aux conséquences de l’obsolescence des TIC | contrôler les conséquences de l’obsolescence des TIC | aborder les conséquences de l’obsolescence des TIC,"Oversee the transfer process from a legacy (an outdated system) to a current system by mapping, interfacing, migrating, documenting and transforming data.",,skill/competence,sector-specific,hard,esco_skillcompetence_default,other_hard
SKL_aa4e79b1e28a,ESCO,d7e4a9fa-cfc2-45f9-96eb-13dc6e48c86c,video conferencing tool,outil de vidéoconférence,video conferencing software,logiciel de visioconférence | logiciel de vidéoconférence,The software that are used to enable virtual meetings between people through internet with real-time multidirectional video and audio streaming.,,knowledge,sector-specific,hard,esco_knowledge_pillar,knowledge_general
SKL_f9a3c3ad2595,ESCO,71746a0b-e58d-4dc4-ad03-bd84082eae21,collect customer feedback on applications,recueillir les commentaires des clients sur des applications,analyse business objectives and customer interests,recueillir les réactions des clients sur des applications | recueillir le feedback des clients sur des applications | recueillir les remarques des clients sur des applications | recueillir les retours des clients sur des applications | analyser les intérêts du consommateur | recueillir l’opinion des clients sur des applications | recueillir les avis des clients sur des applications,Gather a response and analyse data from customers to identify requests or problems in order to improve applications and overall customer satisfaction.,,skill/competence,cross-sector,hard,esco_skillcompetence_default,programming_languages
SKL_60004f24de83,ESCO,98a57799-0146-4849-a1d2-41021c4b7b8f,blockchain applications security principles,principes de sécurité des applications de la technologie de la blockchain,security controls for blockchain applications | blockchain security,sécurité de la blockchain | contrôles de sécurité pour les applications blockchain | sécurité de la chaîne de blocs,"The essential security principles, methods and controls for blockchain applications. Identity and access management, key management, data privacy, secure communication, smart contract security, and transaction endorsement are included as part of these principles.",,knowledge,sector-specific,hard,esco_knowledge_pillar,security
SKL_dea67540c9f1,ESCO,116083f9-8d05-4b2e-a15f-287b18de5f67,use global distribution system,utiliser le système mondial de distribution,use computer reservation system | use system for global distribution | operate global distribution system,avoir recours au système mondial de distribution | utiliser le système mondial de réservation | exploiter le système mondial de distribution,Operate a computer reservations system or a global distribution system to book or reserve transportations and accommodations.,,skill/competence,cross-sector,hard,esco_skillcompetence_default,other_hard
SKL_234f69e2b4b5,ESCO,553ad092-b799-44c9-a94c-65a84fdc7526,identify processes for re-engineering,identifier des processus de restructuration,identification of processes for re-engineering | identifying processes for re-engineering | classify processes for re-engineering | diagnose processes for re-engineering | identify a process for re-engineering | determine processes for re-engineering | analyse processes for re-engineering,,"Identify potential to restructure a company or part of its operations, e.g. by exploiting information technology.",,skill/competence,cross-sector,hard,esco_skillcompetence_default,other_hard
SKL_e07f953f8d6f,ESCO,a9b68e58-766a-403d-b5fe-955b57bdad1b,operate electronic measuring instruments,faire fonctionner des instruments de mesure électronique,operate multi meter | voltage meter operating | current meter operating | operate volt meter,commander des instruments de mesure électronique | utiliser des instruments de mesure électronique | faire fonctionner des appareils de mesure électronique | employer des instruments de mesure électronique | manipuler des instruments de mesure électronique | recourir à des instruments de mesure électronique,"Tend a wide variety of devices for measuring electronic characteristics of system components, such as optical power meter, fibre power meter, digital power meter and multimeter.",,skill/competence,sector-specific,hard,esco_skillcompetence_default,other_hard
SKL_a6ec38a87c43,ESCO,20c6a2ec-ef98-4f95-8a16-c8006d9242ba,set up sound equipment,mettre en place un équipement sonore,set up sound gear | set up sound apparatus | set up sound devices | set up sound instruments | setting up sound equipment,,Set up equipment to record sound. Test acoustics and make adjustments.,,skill/competence,sector-specific,hard,esco_skillcompetence_default,other_hard
SKL_2ff74aa61206,ESCO,b36176ec-3499-4235-a15c-cb485a386dc6,assemble video tape footage,assembler des séquences vidéo,assemble footage on video tape | mount footage on tape | assemble raw footage on video tape | assemble video footage on tape,,"Assemble all raw video footage, with camera shots either recorded or transferred onto video tape in preparation for inputting into the computer.",,skill/competence,sector-specific,hard,esco_skillcompetence_default,other_hard
SKL_c3e053b207ff,ESCO,f09e70cb-5d8c-4c57-b027-a45127c0bf92,secure sensitive customer's information,sécuriser les informations confidentielles de clients,maintain sensitive customer's information | look after sensitive customer's information | secure a sensitive customer's information | securing sensitive customer's information | keep safe sensitive customer's information | protect sensitive customer's information | securing a sensitive customer's information,,Select and apply security measures and regulations related to sensitive customer information with the aim of protecting their privacy.,,skill/competence,sector-specific,hard,esco_skillcompetence_default,security
SKL_9fde7a7a4ad4,ESCO,c7d328f4-87a7-4091-8eb5-122f471bd954,collaborate on costume and make-up for performances,collaborer pour la création de costumes et de maquillages pour les spectacles,ensure cooperation among production on costume and make-up department | ensure cooperation between costume department and make-up department,,Work with the staff responsible for costumes and make up in line with their creative vision and obtain directions from them about how make-up and costumes should look.,,skill/competence,cross-sector,hard,esco_skillcompetence_default,other_hard
SKL_5225b3223466,ESCO,082967d4-b94c-4305-aa13-35a6aa8c5c7c,cooperate with colleagues,coopérer avec des collègues,work together with colleagues | collaborate with colleagues | work in collaboration with colleague | work in cooperation with colleagues | work in cooperation with co-workers | collaborate with co-workers | work collaboratively | work cooperatively | cooperate with co-workers | work together with co-workers | work in collaboration with co-workers,,Cooperate with colleagues in order to ensure that operations run effectively.,,skill/competence,cross-sector,hard,esco_skillcompetence_default,other_hard
SKL_b145b502032c,ESCO,ff25cbf0-6978-4c4c-887e-d4b185410d74,perform software recovery testing,effectuer des tests de récupération de logiciel,perform software crash and recovery testing,vérifier le fonctionnement de la récupération de logiciel | mener des tests de récupération de logiciel | exécuter des tests de récupération de logiciel | réaliser des tests de récupération de logiciel | contrôler le fonctionnement de la récupération de logiciel,Execute testing using specialised software tools to force failure of software in a variety of ways and checking how fast and better the software can recover against any type of crash or failure.,,skill/competence,sector-specific,hard,esco_skillcompetence_default,programming_languages
SKL_4e6569e401e9,ESCO,694f1a0a-b6bd-453f-af6d-a833503da307,manage meteorological database,gérer une base de données météorologiques,coordinate meteorological databases | managing meteorological database | monitor meteorological databases | manage meteorological databases | managing meteorological databases | supervise meteorological databases | oversee meteorological databases,,Develop and maintain meteorological databases. Add information after each new observation.,,skill/competence,cross-sector,hard,esco_skillcompetence_default,data_databases
SKL_5453e52448da,ESCO,4095c6dd-3b00-44d1-9308-878e08737e92,create advocacy material,créer du matériel de sensibilisation,design campaigning and enabling material | establish advocacy material | design advocacy material | develop campaigning and enabling material | establish campaigning and enabling material | develop advocacy material | produce advocacy material | produce campaigning and enabling material,,"Design compelling content such as blog posts, messaging or social media campaigns in order to influence political, economic or social decisions.",,skill/competence,occupation-specific,hard,esco_skillcompetence_default,other_hard
SKL_c2d63f4be228,ESCO,2cc30e4e-2139-411a-9fa9-f0d616b64c57,monitor sociological trends,surveiller des tendances sociologiques,investigate sociological movements | monitor social trends | monitor trends sociologically | observe sociological patterns,,Identify and investigate sociological trends and movements in society.,,skill/competence,sector-specific,hard,esco_skillcompetence_default,other_hard
SKL_ad3b003ca96e,ESCO,4c216189-4116-4e49-9557-8360378ea717,provide training on technological business developments,proposer une formation sur les avancées technologiques pour les entreprises,deliver training on technological business developments | provide training on functional implementations for business development | give training on technological innovation projects for business development | give training on technological business developments | provide training on technological innovation projects for business development,,Give training to colleagues on the technological innovation projects and functional implementations in a business which improves the organisation's business efficiency.,,skill/competence,occupation-specific,hard,esco_skillcompetence_default,programming_languages
SKL_3bd278c6f34d,ESCO,f1a56786-e6d7-4b2e-a39c-23e09024d473,concepts of telecommunications,concepts des télécommunications,telecommunication,concepts de télécommunications | modes de télécommunication | télécommunications | principes de télécommunication | dispositifs de communication | concepts des communications électroniques,"The telecommunication principles, theories, models, equipment and processes such as transfer rate, bandwidth, signal-to-noise ratio, bit error ratio and C/N ratio, as well as the effect of the qualities of the transmission path on the operation and quality of telecommunications.",,knowledge,sector-specific,hard,esco_knowledge_pillar,networks
SKL_e8bdfaeac68e,ESCO,6430eb0d-c6de-46b7-a7fc-3dd2e8e62a69,use ICT ticketing system,utiliser un système de billetterie informatisée,use e-ticketing system,utiliser le système de billetterie électronique,"Utilise a specialised system to track registration, processing and resolution of issues in an organisation by assigning each of these issues a ticket, registering inputs from involved persons, tracking changes and displaying the status of the ticket, until it is completed.",,skill/competence,cross-sector,hard,esco_skillcompetence_default,other_hard
SKL_7fcbb1e10b41,ESCO,f9a6f35b-01a7-40c9-8b61-b6ee46f97272,operating systems,systèmes d’exploitation,OS architecture | AS400 | WIN/NT | Novell | VMS,,"The features, restrictions, architectures and other characteristics of operating systems such Linux, Windows, MacOS, etc.",,knowledge,sector-specific,hard,esco_knowledge_pillar,systems_infrastructure
SKL_a973c6971015,ESCO,c4272323-cce6-4535-ac71-4f6841f4f89a,organisational structure,structure organisationnelle,organisational role allocation | organisational blueprint | organisational structures | organisational plan | organizational structure | organisation structures | organisational framework | an organisational structure,,"Framework of the different departments within the organisation, as well its people, their roles and responsibilities.",,knowledge,cross-sector,hard,esco_knowledge_pillar,knowledge_general
SKL_c09ce7a24a51,ESCO,07e47d58-dd0e-4302-9e68-70a188e89065,apply system organisational policies,appliquer les politiques organisationnelles du système,adhere to organisational system guidelines | enforce organisational system policies | implement system regulations,,"Implement internal policies related to the development, internal and external usage of technological systems, such as software systems, network systems and telecommunications systems, in order to achieve a set of goals and targets regarding the efficient operations and growth of an organisation.",,skill/competence,cross-sector,hard,esco_skillcompetence_default,other_hard
SKL_049ae1a3abf1,ESCO,737f8895-46df-4283-8f38-13f3f0fc3b77,digital twin technology,technologie du jumeau numérique,digital modelling technology | virtual twin model | digital replication technology,modèle jumeau virtuel | technologie de réplication numérique | technologie de modélisation numérique | modèle de jumeau virtuel,"Model designed to generate a virtual representation of an object or system updated from real-time data. The virtual representation process is through the combination of data and technology simulation, using sensors to produce data of the physical object, such as temperature or energy to build its digital twin. Machine learning, simulation and reasoning are involved in this process.",,knowledge,sector-specific,hard,esco_knowledge_pillar,knowledge_general
SKL_408ff7ba3ad6,ESCO,7dfbe0f3-076f-4a19-9eaa-db4d6db704b6,keep up-to-date to computer trends,se tenir informé des tendances informatiques,keep an up-to-date to computer trend | save up-to-date to computer trends | keeping up-to-date to computer trends | retain up-to-date to computer trends | store up-to-date to computer trends | hold up-to-date to computer trends,,"Stay aware of the current developments and trends in computer hardware, software and peripherals.",,skill/competence,sector-specific,hard,esco_skillcompetence_default,other_hard
SKL_0dd7f35929a5,ESCO,1973c966-f236-40c9-b2d4-5d71a89019be,use spreadsheets software,utiliser un logiciel de tableur,Google Sheets | PlanMaker | Gnumeric | OxygenOffice Professional Calc | ResolverOne | ThinkFree Office Calc | CellPro | Simple Spreadsheet | Corel Calculate | MS Excel | wikiCalc | Calligra Sheets | QT Calc Express | Lotus 1-2-3 | Quantrix Modeler | Dolphinity Planner | Kingsoft Spreadsheet | Sheetster | Accel Spreadsheet | LibreOffice Calc | Microsoft Office Excel | use spreadsheets program | IBM Lotus Symphony Spreadsheets | Household Budget Worksheet | design spreadsheets | Myrtle | Ability Office Spreadsheet | DhtmlxSpreadsheet | OOo4Kids Calc | Lotus Improv | Sphygmic Software Spreadsheet | Zoho Sheet,,"Use software tools to create and edit tabular data to carry out mathematical calculations, organise data and information, create diagrams based on data and to retrieve them.",,skill/competence,cross-sector,hard,esco_skillcompetence_default,programming_languages
SKL_3f39269f8a92,ESCO,46e93774-7c6a-4dc5-bae9-be97cc461093,inter-organisational middleware system,système interorganisationnel de logiciels médiateurs,IOMS,IOMS,"A software infrastructure that acts as an intermediary layer between applications to enable data exchange, interoperability and communication. It aims to provide standardised protocols and services between organisations to promote their interaction.",,knowledge,sector-specific,hard,esco_knowledge_pillar,knowledge_general
SKL_eef5affdc2e0,ESCO,e8dd9cc1-c83d-45ec-a7b0-e3727ab90336,create moving images,créer des images animées,create a moving image | develop animated images | create motion pictures | create images that move,,Create and develop two-dimensional and three-dimensional images in motion and animations.,,skill/competence,sector-specific,hard,esco_skillcompetence_default,other_hard
SKL_ac447a18db22,ESCO,f8e7c608-a92d-4b61-b84f-e2453b0aa4a4,follow up online user requests,assurer le suivi des demandes des utilisateurs en ligne,conduct activities to address online user feedback | assess feedback from online users and implement activities to meet their requests | address online user requests | address requests of online users | follow up website user requests | implement activities to address online user feedback | conduct activities to meet requests of website users | follow up requests of website users | conduct activities to meet requests of online users | follow up requests of online users,,Take feedback from online visitors and take actions that address their requests according to their specific needs.,,skill/competence,cross-sector,hard,esco_skillcompetence_default,other_hard
SKL_72d077beb76d,ESCO,103f7814-d262-4df6-a1b6-759bc51f76cb,sustainable technologies,technologies durables,alternative energy | clean energy | green technologies,énergies alternatives | technologies vertes | énergie alternative | énergie propre,"Technologies with the aim of reducing environmental and ecological risks, achieving at the same time, a positive economic, social, and environmental impact. They are innovative technologies designed to prevent, reduce and recover from the negative impact of humanity in the planet.",,knowledge,cross-sector,hard,esco_knowledge_pillar,knowledge_general
SKL_2e64fb93c3f2,ESCO,0b0335f3-0aa1-491e-895e-81fc8774a300,develop automated migration methods,développer des méthodes de migration automatisées,design automated migration methods | design automated transfer of ICT information | generate automated transfer of ICT information | develop automated transfer of ICT information | create automated transfer of ICT information,,"Create automated transfer of ICT information between storage types, formats and systems to save human resources from performing the task manually.",,skill/competence,sector-specific,hard,esco_skillcompetence_default,programming_languages
SKL_5997ca536784,ESCO,9e14c1d8-72f2-45ba-815d-0d12e12d19fa,create thematic maps,créer des cartes thématiques,thematic map making | applying map making techniques | make thematic maps | apply map making techniques | creating thematic maps | making thematic maps | creation of thematic maps | thematic map creation | thematic maps creation | creation of thematic map | creating of thematic maps,,"Use various techniques such as choropleth mapping and dasymetric mapping to create thematic maps based on geospatial information, using software programmes.",,skill/competence,cross-sector,hard,esco_skillcompetence_default,other_hard
SKL_ea47db501b9f,ESCO,f597f772-24d3-4cec-813c-cf5a7027c794,N1QL,N1QL,Couchbase Query Language | Non-first Normal Form Query Language,,The computer language N1QL is a query language for retrieval of information from a database and of documents containing the needed information. It is developed by the software company Couchbase.,,knowledge,sector-specific,hard,esco_knowledge_pillar,knowledge_general
SKL_f388889ccd53,ESCO,c55caed2-de9e-4a25-819e-a0b0e83fba1b,give live presentation,faire une présentation en direct,giving live presentations | give a live presentation | give live presentations | arrange live presentation | convey live presentation | deliver live presentation,,"Deliver a speech or talk in which a new product, service, idea, or piece of work is demonstrated and explained to an audience.",,skill/competence,cross-sector,hard,esco_skillcompetence_default,other_hard
SKL_18f51ab73315,ESCO,b4877620-c375-45f3-a678-2ddb4dae6a29,repair ICT devices,réparer des appareils TIC,maintain ICT devices,réparer du matériel informatique | réparer des appareils issus des TIC | réparer un appareil TIC | réparer des dispositifs TIC | remettre des appareils TIC en état | réparer un équipement TIC | réparer des systèmes TIC,"Maintain and repair ICT related equipment such as laptops, desktops, tablets, mobile devices, communications equipment, printers and any piece of computer related peripheral. Detect faults, malfunctions and replace parts if necessary.",,skill/competence,sector-specific,hard,esco_skillcompetence_default,other_hard
SKL_3809f98cce9e,ESCO,bb165899-d95f-4433-95f2-173fefd716d2,develop statistical software,développer des logiciels de statistique,define statistical software | prepare statistical software | developing statistical software | create statistical software | write statistical software,,"Participate in the various development stages of computer programs for econometric and statistical analysis, such as research, new product development, prototyping, and maintenance.",,skill/competence,cross-sector,hard,esco_skillcompetence_default,programming_languages
SKL_ad19fd262b6d,ESCO,f60c9e52-95fc-4ca1-a73c-18a491153b63,make strategic business decisions,prendre des décisions commerciales stratégiques,PPC | make strategic business choices | make tactical business decisions | pay per click,,"Analyse business information and consult directors for decision making purposes in a varied array of aspects affecting the prospect, productivity and sustainable operation of a company. Consider the options and alternatives to a challenge and make sound rational decisions based on analysis and experience.",,skill/competence,cross-sector,hard,esco_skillcompetence_default,it_management
SKL_35d499d585f8,ESCO,2ef6bebc-2133-47df-b26a-f38f51b0f867,computer history,histoire de l'informatique,computers history | history of computers | informatics history,histoire des ordinateurs,The history of computer development framed in a digitising society.,,knowledge,sector-specific,hard,esco_knowledge_pillar,knowledge_general
SKL_183d0216b1ec,ESCO,930c5458-9b5d-4438-bef6-fc69c2c08548,oversee aircraft sensor and recording systems,surveiller les systèmes de détection et d’enregistrement d'aéronefs,supervise flight systems installation | ensure the quality of flight systems installation | ensure the quality of installation of flight systems | monitor installation of aircraft systems | monitor installation of flight systems | ensure the quality of aircraft systems installation,,Supervise the installation of the aircraft sensors and recording systems during the flight tests to ensure that they meet required data paramaters.,,skill/competence,sector-specific,hard,esco_skillcompetence_default,other_hard
SKL_4105ef177e9d,ESCO,d1072655-88ce-4445-8803-e6273da273e7,blueprints,plans directeurs,technical drawings | technical plans | technical blueprints | schematics,,"Must be able to read and understand blueprints, drawings and plans and maintain simple written records.",,knowledge,cross-sector,hard,esco_knowledge_pillar,knowledge_general
SKL_6c3b2061ca0c,ESCO,71c2f41e-14de-4b23-82ad-5dbcd54ba5b0,deploy ICT systems,déployer des systèmes TIC,deploy system | draw up an implementation plan,,"Deliver and instalI computers or ICT systems, ensuring testing and preparation for use.",,skill/competence,sector-specific,hard,esco_skillcompetence_default,other_hard
SKL_ad7a7100bf74,ESCO,37a438f3-e28c-4e32-83c5-299f047c1dc9,apply tools for content development,appliquer des outils de développement de contenu,use terminology management tools | use content development tools | use translation memory systems | use language checkers | use language editing tools,,"Use specialised content development tools such as content and terminology management systems, translation memory systems, language checker and editors to generate, compile and transform content according to specified standards.",,skill/competence,cross-sector,hard,esco_skillcompetence_default,programming_languages
SKL_bbb4ef6bc481,ESCO,8975edb1-d2cb-4c49-a3c0-3b21a9ab8797,tend CNC drilling machine,utiliser une perceuse CNC,guard Computer controlled boring machinery | take care of Computer controlled boring machinery | guard CNC drilling machine | take care of CNC drilling machine | oversee CNC drilling machine | oversee Computer controlled boring machinery | watch over CNC drilling machine | watch over Computer controlled boring machinery,,"Tend a computer numerical controlled (CNC) drilling machine designed for cutting manufacturing processes on metal, wooden, plastic materials and others, monitor and operate it, according to regulations.",,skill/competence,cross-sector,hard,esco_skillcompetence_default,other_hard
