entity_id,entity_kind,unified_id,label_en,qid,wikidata_url,wd_label,wd_description,instance_of,match_method,confidence
USKL_3f08c7d979e5,skill,USKL_3f08c7d979e5,WxWidgets,Q284982,https://www.wikidata.org/wiki/Q284982,wxWidgets,,,alias,medium
USKL_12b89ad06f50,skill,USKL_12b89ad06f50,XDoclet,Q1623494,https://www.wikidata.org/wiki/Q1623494,XDoclet,,,exact,high
USKL_1e921589d69e,skill,USKL_1e921589d69e,XML Metadata Interchange,Q548264,https://www.wikidata.org/wiki/Q548264,XML Metadata Interchange,,,exact,high
USKL_284d1c01f103,skill,USKL_284d1c01f103,XML Schema,Q16342,https://www.wikidata.org/wiki/Q16342,XML Schema,,,exact,high
USKL_d766f587ca53,skill,USKL_d766f587ca53,XML-RPC,Q1046238,https://www.wikidata.org/wiki/Q1046238,XML-RPC,,,exact,high
USKL_6f04a22f6341,skill,USKL_6f04a22f6341,XMLBeans,Q617176,https://www.wikidata.org/wiki/Q617176,XMLBeans,,,exact,high
USKL_7312f1191603,skill,USKL_7312f1191603,XMLSpy,Q444542,https://www.wikidata.org/wiki/Q444542,XMLSpy,,,exact,high
USKL_317ac874e30c,skill,USKL_317ac874e30c,XMetaL,Q8042356,https://www.wikidata.org/wiki/Q8042356,XMetaL,,,exact,high
USKL_73295e2e7d8d,skill,USKL_73295e2e7d8d,XPages,Q8042430,https://www.wikidata.org/wiki/Q8042430,XPages,,,exact,high
USKL_e71b05eb8bc7,skill,USKL_e71b05eb8bc7,XPath,Q16340,https://www.wikidata.org/wiki/Q16340,XPath,,,exact,high
USKL_31faffabfaa2,skill,USKL_31faffabfaa2,XStream,Q2746937,https://www.wikidata.org/wiki/Q2746937,XStream,,,exact,high
USKL_0ee2d1367ada,skill,USKL_0ee2d1367ada,Xalan,Q773240,https://www.wikidata.org/wiki/Q773240,Apache Xalan,,,alias,medium
USKL_edfb7377511b,skill,USKL_edfb7377511b,Xdebug,Q2588925,https://www.wikidata.org/wiki/Q2588925,Xdebug,,,exact,high
USKL_39bcfe4e9f02,skill,USKL_39bcfe4e9f02,Xeon Phi,Q130272736,https://www.wikidata.org/wiki/Q130272736,Xeon Phi,,,exact,high
USKL_c38947fc7c6d,skill,USKL_c38947fc7c6d,Xerces,Q8043779,https://www.wikidata.org/wiki/Q8043779,Xerces,,,exact,high
USKL_28d051746115,skill,USKL_28d051746115,XtraDB,Q4021858,https://www.wikidata.org/wiki/Q4021858,XtraDB,,,exact,high
USKL_3632824b758e,skill,USKL_3632824b758e,YAML,Q281876,https://www.wikidata.org/wiki/Q281876,YAML,,,exact,high
USKL_55bace31712a,skill,USKL_55bace31712a,Yandex,Q5281,https://www.wikidata.org/wiki/Q5281,Yandex,,,exact,high
USKL_d6d915cfd004,skill,USKL_d6d915cfd004,Yeoman Generator,Q8052438,https://www.wikidata.org/wiki/Q8052438,yeoman,,,alias,medium
USKL_d6db52ce99e0,skill,USKL_d6db52ce99e0,Yocto Project,Q152242,https://www.wikidata.org/wiki/Q152242,Yocto Project,,,exact,high
USKL_09bf192b6e5e,skill,USKL_09bf192b6e5e,Zenoss,Q189801,https://www.wikidata.org/wiki/Q189801,Zenoss,,,exact,high
USKL_e709ad4b0674,skill,USKL_e709ad4b0674,Zepto,Q130301706,https://www.wikidata.org/wiki/Q130301706,Zepto,,,exact,high
USKL_61f4c50c8a90,skill,USKL_61f4c50c8a90,Zuora,Q8075320,https://www.wikidata.org/wiki/Q8075320,Zuora,,,exact,high
USKL_c6a064d92bff,skill,USKL_c6a064d92bff,cURL,Q286306,https://www.wikidata.org/wiki/Q286306,curl,,,alias,medium
USKL_1009ed30cedc,skill,USKL_1009ed30cedc,gRPC,Q26356541,https://www.wikidata.org/wiki/Q26356541,gRPC,,,exact,high
USKL_3efbb86f1d6f,skill,USKL_3efbb86f1d6f,macOS Mojave,Q54807273,https://www.wikidata.org/wiki/Q54807273,macOS Mojave,,,exact,high
USKL_1c1a920fda7b,skill,USKL_1c1a920fda7b,macOS Sierra,Q22095865,https://www.wikidata.org/wiki/Q22095865,macOS Sierra,,,exact,high
USKL_e294b9645e9a,skill,USKL_e294b9645e9a,mod_perl,Q292390,https://www.wikidata.org/wiki/Q292390,mod_perl,,,exact,high
USKL_0a0557eab655,skill,USKL_0a0557eab655,phpBB,Q14270,https://www.wikidata.org/wiki/Q14270,phpBB,,,exact,high
USKL_37ba60270e8d,skill,USKL_37ba60270e8d,tvOS,Q20965967,https://www.wikidata.org/wiki/Q20965967,tvOS,,,exact,high
USKL_86f0dcb4b4a7,skill,USKL_86f0dcb4b4a7,watchOS,Q18012472,https://www.wikidata.org/wiki/Q18012472,watchOS,,,exact,high
USKL_b94598d8955d,skill,USKL_b94598d8955d,z/OS,Q283705,https://www.wikidata.org/wiki/Q283705,z/OS,,,exact,high
USKL_4076c00cc1ef,skill,USKL_4076c00cc1ef,Crystal,Q948360,https://www.wikidata.org/wiki/Q948360,Crystal,,,exact+csv_seed,high
USKL_f77638294d9b,skill,USKL_f77638294d9b,Nim,Q20080327,https://www.wikidata.org/wiki/Q20080327,Nim,,,exact,high
USKL_89ad07f3552a,skill,USKL_89ad07f3552a,Zig,Q51885456,https://www.wikidata.org/wiki/Q51885456,Zig,,,exact+csv_seed,high
USKL_c2ec2b45f0ee,skill,USKL_c2ec2b45f0ee,V,Q27254,https://www.wikidata.org/wiki/Q27254,V,,,exact+csv_seed,high
USKL_d2445c6e1791,skill,USKL_d2445c6e1791,Shell,Q154950,https://www.wikidata.org/wiki/Q154950,Shell,,,exact+csv_seed,high
USKL_fc9143f1ee2c,skill,USKL_fc9143f1ee2c,T-SQL,Q1411245,https://www.wikidata.org/wiki/Q1411245,Transact-SQL,,,exact+csv_seed,high
USKL_e88d1efd09a8,skill,USKL_e88d1efd09a8,Markdown,Q1193600,https://www.wikidata.org/wiki/Q1193600,Markdown,,,exact,high
USKL_f8060bcd728a,skill,USKL_f8060bcd728a,.NET,Q1178185,https://www.wikidata.org/wiki/Q1178185,.NET,,,exact,high
USKL_02ea3891cd77,skill,USKL_02ea3891cd77,Meteor,Q227200,https://www.wikidata.org/wiki/Q227200,Meteor,,,exact,high
USKL_b795e57b9d3a,skill,USKL_b795e57b9d3a,Tailwind CSS,Q102173844,https://www.wikidata.org/wiki/Q102173844,Tailwind CSS,,,exact,high
USKL_d60172f0900d,skill,USKL_d60172f0900d,Ant Design,Q96255221,https://www.wikidata.org/wiki/Q96255221,Ant Design,,,exact,high
USKL_f7bc32ebf23b,skill,USKL_f7bc32ebf23b,Chakra UI,Q133980005,https://www.wikidata.org/wiki/Q133980005,Chakra UI,,,exact,high
USKL_aa252ec159c1,skill,USKL_aa252ec159c1,Foundation,Q227744,https://www.wikidata.org/wiki/Q227744,Foundation,,,exact,high
USKL_8a2ce4973d4f,skill,USKL_8a2ce4973d4f,Chart.js,Q83624620,https://www.wikidata.org/wiki/Q83624620,Chart.js,,,exact,high
USKL_89afaba18f7d,skill,USKL_89afaba18f7d,Redux,Q28957057,https://www.wikidata.org/wiki/Q28957057,Redux,,,exact+csv_seed,high
USKL_29abd5485d7f,skill,USKL_29abd5485d7f,Axios,Q28230873,https://www.wikidata.org/wiki/Q28230873,Axios,,,exact,high
USKL_01fcc8197f09,skill,USKL_01fcc8197f09,Cypress,Q685224,https://www.wikidata.org/wiki/Q685224,Cypress,,,exact,high
USKL_a4147c4f4c5e,skill,USKL_a4147c4f4c5e,Playwright,Q123162820,https://www.wikidata.org/wiki/Q123162820,Playwright,,,exact,high
USKL_ec93181530ff,skill,USKL_ec93181530ff,Vite,Q111590996,https://www.wikidata.org/wiki/Q111590996,Vite,,,exact,high
USKL_22f0d2471ab0,skill,USKL_22f0d2471ab0,Parcel,Q7136418,https://www.wikidata.org/wiki/Q7136418,Parcel,,,exact,high
USKL_f7f8a6f2fc45,skill,USKL_f7f8a6f2fc45,Babel,Q29449,https://www.wikidata.org/wiki/Q29449,Babel,,,exact,high
USKL_df10de51ff34,skill,USKL_df10de51ff34,Prettier,Q30147525,https://www.wikidata.org/wiki/Q30147525,Prettier,,,exact,high
USKL_8f34cb87c52c,skill,USKL_8f34cb87c52c,Husky,Q702049,https://www.wikidata.org/wiki/Q702049,Husky,,,exact,high
USKL_1f5d7a7235aa,skill,USKL_1f5d7a7235aa,NPM,Q2725083,https://www.wikidata.org/wiki/Q2725083,NPM,,,exact,high
USKL_a896cbd70250,skill,USKL_a896cbd70250,Yarn,Q28518314,https://www.wikidata.org/wiki/Q28518314,Yarn,,,exact,high
USKL_c3fba4034fb4,skill,USKL_c3fba4034fb4,Bun,Q773223,https://www.wikidata.org/wiki/Q773223,Bun,,,exact,high
USKL_a73f10044f8b,skill,USKL_a73f10044f8b,Gulp,Q1218890,https://www.wikidata.org/wiki/Q1218890,Gulp,,,exact,high
USKL_bcc687621694,skill,USKL_bcc687621694,Grunt,Q1499903,https://www.wikidata.org/wiki/Q1499903,Grunt,,,exact,high
USKL_7829d4a60c1c,skill,USKL_7829d4a60c1c,Brunch,Q4095841,https://www.wikidata.org/wiki/Q4095841,Brunch,,,exact,high
USKL_9ed957ea87d7,skill,USKL_9ed957ea87d7,Ionic,Q17576071,https://www.wikidata.org/wiki/Q17576071,Ionic,,,exact,high
USKL_f6d80ae4c241,skill,USKL_f6d80ae4c241,SwiftUI,Q97455771,https://www.wikidata.org/wiki/Q97455771,SwiftUI,,,exact+csv_seed,high
USKL_b6abf31a7d7d,skill,USKL_b6abf31a7d7d,Jetpack Compose,Q114646061,https://www.wikidata.org/wiki/Q114646061,Jetpack Compose,,,exact+csv_seed,high
USKL_b947faefeba0,skill,USKL_b947faefeba0,Expo,Q1384640,https://www.wikidata.org/wiki/Q1384640,Expo,,,exact,high
USKL_b2e3ab85ad93,skill,USKL_b2e3ab85ad93,Branch,Q80180,https://www.wikidata.org/wiki/Q80180,Branch,,,exact,high
USKL_32f209d3ef28,skill,USKL_32f209d3ef28,AppCenter,Q70029,https://www.wikidata.org/wiki/Q70029,Ubuntu Software Center,,,alias,medium
USKL_4fbd54a65dff,skill,USKL_4fbd54a65dff,Fastlane,Q5437109,https://www.wikidata.org/wiki/Q5437109,Fastlane,,,exact,high
USKL_eae75c975c01,skill,USKL_eae75c975c01,Bitrise,Q110630145,https://www.wikidata.org/wiki/Q110630145,Bitrise,,,exact,high
USKL_35c6bb428e9f,skill,USKL_35c6bb428e9f,Oracle,Q399841,https://www.wikidata.org/wiki/Q399841,Oracle,,,exact,high
USKL_ec40ca9e8f20,skill,USKL_ec40ca9e8f20,Cassandra,Q1133009,https://www.wikidata.org/wiki/Q1133009,Cassandra,,,exact,high
USKL_e22072cb2c9d,skill,USKL_e22072cb2c9d,DynamoDB,Q15731832,https://www.wikidata.org/wiki/Q15731832,Amazon DynamoDB,,,alias,medium
USKL_52ccf40f532c,skill,USKL_52ccf40f532c,Cosmos DB,Q20707889,https://www.wikidata.org/wiki/Q20707889,Azure Cosmos DB,,,alias,medium
USKL_4f27288d94ba,skill,USKL_4f27288d94ba,Firestore,Q59908994,https://www.wikidata.org/wiki/Q59908994,Firestore,,,exact,high
USKL_fba94f83b859,skill,USKL_fba94f83b859,Firebase Realtime Database,Q59909615,https://www.wikidata.org/wiki/Q59909615,Firebase Realtime Database,,,exact,high
USKL_b6aee8f8d119,skill,USKL_b6aee8f8d119,Solr,Q2858103,https://www.wikidata.org/wiki/Q2858103,Apache Solr,,,alias,medium
USKL_aeb46f9bd3b4,skill,USKL_aeb46f9bd3b4,Splunk,Q125525849,https://www.wikidata.org/wiki/Q125525849,Splunk,,,exact,high
USKL_826838dfd1cd,skill,USKL_826838dfd1cd,TimescaleDB,Q111012643,https://www.wikidata.org/wiki/Q111012643,TimescaleDB,,,exact,high
USKL_204369233a7e,skill,USKL_204369233a7e,CockroachDB,Q98731903,https://www.wikidata.org/wiki/Q98731903,CockroachDB,,,exact,high
USKL_1a082ce03331,skill,USKL_1a082ce03331,ClickHouse,Q27825826,https://www.wikidata.org/wiki/Q27825826,ClickHouse,,,exact,high
USKL_33d840302d88,skill,USKL_33d840302d88,Redshift,Q7306255,https://www.wikidata.org/wiki/Q7306255,Redshift,,,exact,high
USKL_3fb0ca8db017,skill,USKL_3fb0ca8db017,HBase,Q2538066,https://www.wikidata.org/wiki/Q2538066,Apache HBase,,,alias,medium
USKL_684c219c003c,skill,USKL_684c219c003c,Hive,Q1207170,https://www.wikidata.org/wiki/Q1207170,Hive,,,exact,high
USKL_797a93c43d79,skill,USKL_797a93c43d79,Spark,Q3493345,https://www.wikidata.org/wiki/Q3493345,SPARK,,,exact,high
USKL_fcea017781cd,skill,USKL_fcea017781cd,Kafka,Q510418,https://www.wikidata.org/wiki/Q510418,Kafka,,,exact,high
USKL_7b5c523ff2ac,skill,USKL_7b5c523ff2ac,ActiveMQ,Q773135,https://www.wikidata.org/wiki/Q773135,Apache ActiveMQ,,,alias,medium
USKL_e19170f0116f,skill,USKL_e19170f0116f,ZeroMQ,Q8079189,https://www.wikidata.org/wiki/Q8079189,ZeroMQ,,,exact,high
USKL_9388ca12b03d,skill,USKL_9388ca12b03d,NATS,Q6952612,https://www.wikidata.org/wiki/Q6952612,NATS,,,exact,high
USKL_86eebec63c74,skill,USKL_86eebec63c74,Varnish,Q11252905,https://www.wikidata.org/wiki/Q11252905,Varnish,,,exact,high
USKL_beb8425ae011,skill,USKL_beb8425ae011,CDN,Q350490,https://www.wikidata.org/wiki/Q350490,CDN,,,exact,high
USKL_ae5c526b876a,skill,USKL_ae5c526b876a,AWS,Q300239,https://www.wikidata.org/wiki/Q300239,AWS,,,exact,high
USKL_2d56a8e6756d,skill,USKL_2d56a8e6756d,Packer,Q238972,https://www.wikidata.org/wiki/Q238972,Packer,,,exact,high
USKL_efc3cda967c3,skill,USKL_efc3cda967c3,Consul,Q28709844,https://www.wikidata.org/wiki/Q28709844,Consul,,,exact,high
USKL_48421a717661,skill,USKL_48421a717661,Vault,Q399060,https://www.wikidata.org/wiki/Q399060,Vault,,,exact,high
USKL_5b9efcb82779,skill,USKL_5b9efcb82779,Nomad,Q429262,https://www.wikidata.org/wiki/Q429262,Nomad,,,exact,high
USKL_c9fd8bcd046d,skill,USKL_c9fd8bcd046d,Helm,Q405970,https://www.wikidata.org/wiki/Q405970,Helm,,,exact,high
USKL_dc93fa82f3e2,skill,USKL_dc93fa82f3e2,Kustomize,Q136456654,https://www.wikidata.org/wiki/Q136456654,Kustomize,,,exact,high
USKL_5b24158733fa,skill,USKL_5b24158733fa,Spinnaker,Q65046096,https://www.wikidata.org/wiki/Q65046096,Spinnaker,,,exact,high
USKL_b275cce93815,skill,USKL_b275cce93815,Tekton,Q110745469,https://www.wikidata.org/wiki/Q110745469,Tekton,,,exact,high
USKL_0b44c9f67543,skill,USKL_0b44c9f67543,GitHub Actions,Q97185096,https://www.wikidata.org/wiki/Q97185096,GitHub Actions,,,exact,high
USKL_1e90f3b8e2e8,skill,USKL_1e90f3b8e2e8,Bamboo,Q412839,https://www.wikidata.org/wiki/Q412839,Bamboo,,,exact,high
USKL_12cc9f0f6add,skill,USKL_12cc9f0f6add,AWS Fargate,Q110731414,https://www.wikidata.org/wiki/Q110731414,AWS Fargate,,,exact,high
USKL_8b31e8ec7935,skill,USKL_8b31e8ec7935,Azure Resource Manager,Q123198738,https://www.wikidata.org/wiki/Q123198738,Azure Resource Manager,,,exact,high
USKL_74f93a5c3573,skill,USKL_74f93a5c3573,Google BigQuery,Q4904867,https://www.wikidata.org/wiki/Q4904867,BigQuery,,,alias,medium
USKL_f4424fc52c0d,skill,USKL_f4424fc52c0d,DigitalOcean,Q17052116,https://www.wikidata.org/wiki/Q17052116,DigitalOcean,,,exact,high
USKL_d44e5b718191,skill,USKL_d44e5b718191,Vercel,Q124404421,https://www.wikidata.org/wiki/Q124404421,Vercel,,,exact,high
USKL_bc22b77de158,skill,USKL_bc22b77de158,Fastly,Q34045622,https://www.wikidata.org/wiki/Q34045622,Fastly,,,exact,high
USKL_30a1af12f59f,skill,USKL_30a1af12f59f,Vultr,Q137343200,https://www.wikidata.org/wiki/Q137343200,Vultr,,,exact,high
USKL_fda83f135b3d,skill,USKL_fda83f135b3d,OVH,Q568183,https://www.wikidata.org/wiki/Q568183,OVHcloud,,,alias,medium
USKL_f49d9e4fffe5,skill,USKL_f49d9e4fffe5,Workday,Q629143,https://www.wikidata.org/wiki/Q629143,Workday,,,exact,high
USKL_856e65d6c4e1,skill,USKL_856e65d6c4e1,LightGBM,Q57267665,https://www.wikidata.org/wiki/Q57267665,LightGBM,,,exact,high
USKL_1d5ad441a84c,skill,USKL_1d5ad441a84c,NLTK,Q1635410,https://www.wikidata.org/wiki/Q1635410,Natural Language Toolkit,,,alias,medium
USKL_6066d47f5250,skill,USKL_6066d47f5250,Transformers,Q296264,https://www.wikidata.org/wiki/Q296264,Transformers,,,exact,high
USKL_43ea58c1402d,skill,USKL_43ea58c1402d,BERT,Q406457,https://www.wikidata.org/wiki/Q406457,Bert,,,alias,medium
USKL_01376b93fa6a,skill,USKL_01376b93fa6a,GPT,Q358444,https://www.wikidata.org/wiki/Q358444,GPT,,,exact,high
USKL_ae1bdb59a9af,skill,USKL_ae1bdb59a9af,DALL-E,Q105078662,https://www.wikidata.org/wiki/Q105078662,DALL-E,,,exact,high
USKL_8822d6eb16a1,skill,USKL_8822d6eb16a1,Stable Diffusion,Q113660857,https://www.wikidata.org/wiki/Q113660857,Stable Diffusion,,,exact,high
USKL_bef6ba8c6d93,skill,USKL_bef6ba8c6d93,LLM,Q1798199,https://www.wikidata.org/wiki/Q1798199,LLM,,,exact,high
USKL_4aa2783ba8b3,skill,USKL_4aa2783ba8b3,Weaviate,Q106201926,https://www.wikidata.org/wiki/Q106201926,Weaviate,,,exact,high
USKL_b35221c22f7d,skill,USKL_b35221c22f7d,Chroma,Q1206391,https://www.wikidata.org/wiki/Q1206391,Chroma,,,exact,high
USKL_ba607432499f,skill,USKL_ba607432499f,Airflow,Q408703,https://www.wikidata.org/wiki/Q408703,Airflow,,,exact,high
USKL_b6b9bd5ac721,skill,USKL_b6b9bd5ac721,Prefect,Q28487842,https://www.wikidata.org/wiki/Q28487842,Prefect,,,exact,high
USKL_bc10f0656a46,skill,USKL_bc10f0656a46,Pachyderm,Q7122117,https://www.wikidata.org/wiki/Q7122117,Pachyderm,,,exact,high
USKL_287df57fbe51,skill,USKL_287df57fbe51,Colab,Q126084995,https://www.wikidata.org/wiki/Q126084995,Google Colab,,,alias,medium
USKL_477add5d7637,skill,USKL_477add5d7637,Kaggle,Q10996045,https://www.wikidata.org/wiki/Q10996045,Kaggle,,,exact,high
USKL_af3f2b4aaa47,skill,USKL_af3f2b4aaa47,CNN,Q48340,https://www.wikidata.org/wiki/Q48340,CNN,,,exact,high
USKL_3024488205b2,skill,USKL_3024488205b2,RNN,Q3928345,https://www.wikidata.org/wiki/Q3928345,RNN,,,exact,high
USKL_01c1903b9872,skill,USKL_01c1903b9872,LSTM,Q63385331,https://www.wikidata.org/wiki/Q63385331,LSTM,,,exact,high
USKL_f04a1579bb37,skill,USKL_f04a1579bb37,GRU,Q254529,https://www.wikidata.org/wiki/Q254529,GRU,,,exact,high
USKL_c9f70e698628,skill,USKL_c9f70e698628,GAN,Q1431353,https://www.wikidata.org/wiki/Q1431353,Gan International Airport,,,alias,medium
USKL_bdeabde24e9b,skill,USKL_bdeabde24e9b,HTTP,Q3782235,https://www.wikidata.org/wiki/Q3782235,HTTP,,,exact,high
USKL_71875c5c484c,skill,USKL_71875c5c484c,DNS,Q232651,https://www.wikidata.org/wiki/Q232651,DNS,,,exact,high
USKL_8e8b7a3f9ac7,skill,USKL_8e8b7a3f9ac7,SSH,Q411778,https://www.wikidata.org/wiki/Q411778,SSH,,,exact,high
USKL_56c799aebdfa,skill,USKL_56c799aebdfa,VPN,Q295570,https://www.wikidata.org/wiki/Q295570,VPN,,,exact,high
USKL_f99dd354890d,skill,USKL_f99dd354890d,CDN,Q350490,https://www.wikidata.org/wiki/Q350490,CDN,,,exact,high
USKL_a2b333c8866b,skill,USKL_a2b333c8866b,Linkerd,Q88465954,https://www.wikidata.org/wiki/Q88465954,Linkerd,,,exact,high
USKL_d2e2185730ee,skill,USKL_d2e2185730ee,Consul,Q28709844,https://www.wikidata.org/wiki/Q28709844,Consul,,,exact,high
USKL_41c54577bc4f,skill,USKL_41c54577bc4f,Caddy,Q415652,https://www.wikidata.org/wiki/Q415652,Caddy,,,exact,high
USKL_e7bd7eedd2bd,skill,USKL_e7bd7eedd2bd,OpenID Connect,Q21677911,https://www.wikidata.org/wiki/Q21677911,OpenID Connect,,,exact,high
USKL_4175016c2b22,skill,USKL_4175016c2b22,JWT,Q20999400,https://www.wikidata.org/wiki/Q20999400,JWT,,,exact,high
USKL_81ac68316453,skill,USKL_81ac68316453,SAML,Q1630562,https://www.wikidata.org/wiki/Q1630562,SAML,,,exact,high
USKL_2f5b5b82f471,skill,USKL_2f5b5b82f471,RADIUS,Q137756020,https://www.wikidata.org/wiki/Q137756020,GNU Radius,,,alias,medium
USKL_37b280c31faa,skill,USKL_37b280c31faa,PKI,Q361878,https://www.wikidata.org/wiki/Q361878,PKI,,,exact,high
USKL_7c01a02a9e69,skill,USKL_7c01a02a9e69,SOC,Q295387,https://www.wikidata.org/wiki/Q295387,SOC,,,exact,high
USKL_c6290010b0ef,skill,USKL_c6290010b0ef,WAF,Q238037,https://www.wikidata.org/wiki/Q238037,WAF,,,exact,high
USKL_f3d7856950d2,skill,USKL_f3d7856950d2,Karma,Q224407,https://www.wikidata.org/wiki/Q224407,Karma,,,exact,high
USKL_874caab6d7be,skill,USKL_874caab6d7be,Cypress,Q685224,https://www.wikidata.org/wiki/Q685224,Cypress,,,exact,high
USKL_393792048134,skill,USKL_393792048134,Playwright,Q123162820,https://www.wikidata.org/wiki/Q123162820,Playwright,,,exact,high
USKL_d295f34b115f,skill,USKL_d295f34b115f,Detox,Q26900167,https://www.wikidata.org/wiki/Q26900167,Detox,,,exact,high
USKL_8280f95b9c2a,skill,USKL_8280f95b9c2a,Robot Framework,Q2160022,https://www.wikidata.org/wiki/Q2160022,Robot Framework,,,exact,high
USKL_ef86ac233724,skill,USKL_ef86ac233724,Agile,Q393742,https://www.wikidata.org/wiki/Q393742,Agile,,,exact,high
USKL_c520fc4ccf6c,skill,USKL_c520fc4ccf6c,Kanban,Q20037359,https://www.wikidata.org/wiki/Q20037359,Kanban,,,exact,high
USKL_eb0fc0977d7f,skill,USKL_eb0fc0977d7f,Waterfall,Q239285,https://www.wikidata.org/wiki/Q239285,Waterfall,,,exact,high
USKL_34d58c4b8b26,skill,USKL_34d58c4b8b26,API,Q227704,https://www.wikidata.org/wiki/Q227704,API,,,exact,high
USKL_65c9ad8a07c0,skill,USKL_65c9ad8a07c0,Serverless,Q22952981,https://www.wikidata.org/wiki/Q22952981,Serverless Framework,,,alias,medium
USKL_60f487250e58,skill,USKL_60f487250e58,KISS,Q114729860,https://www.wikidata.org/wiki/Q114729860,KISS,,,exact,high
USKL_24733827e213,skill,USKL_24733827e213,Logging,Q59940633,https://www.wikidata.org/wiki/Q59940633,Cloud Logging,,,alias,medium
USKL_a27180a6f8ff,skill,USKL_a27180a6f8ff,VS Code,Q19841877,https://www.wikidata.org/wiki/Q19841877,Visual Studio Code,,,alias,medium
USKL_fd84b9267ea5,skill,USKL_fd84b9267ea5,IntelliJ,Q1206660,https://www.wikidata.org/wiki/Q1206660,IntelliJ IDEA,,,alias,medium
USKL_2af4e9617f06,skill,USKL_2af4e9617f06,Sublime Text,Q267193,https://www.wikidata.org/wiki/Q267193,Sublime Text,,,exact,high
USKL_446a93e33f94,skill,USKL_446a93e33f94,Atom,Q16766305,https://www.wikidata.org/wiki/Q16766305,Atom,,,exact,high
USKL_b579ff7150e5,skill,USKL_b579ff7150e5,RStudio,Q4798119,https://www.wikidata.org/wiki/Q4798119,RStudio,,,exact,high
USKL_1b2c28cab7c0,skill,USKL_1b2c28cab7c0,Insomnia,Q226426,https://www.wikidata.org/wiki/Q226426,Insomnia,,,exact,high
USKL_f5505416c84c,skill,USKL_f5505416c84c,Swagger,Q39069667,https://www.wikidata.org/wiki/Q39069667,Swagger,,,exact,high
USKL_55b49f177dc2,skill,USKL_55b49f177dc2,Sketch,Q22808097,https://www.wikidata.org/wiki/Q22808097,Sketch,,,exact,high
USKL_2c66dea229d1,skill,USKL_2c66dea229d1,Zeplin,Q98824731,https://www.wikidata.org/wiki/Q98824731,Zeplin,,,exact,high
USKL_9bbfd8a3b808,skill,USKL_9bbfd8a3b808,Miro,Q1141869,https://www.wikidata.org/wiki/Q1141869,Miro,,,exact,high
USKL_509ebec43d59,skill,USKL_509ebec43d59,Confluence,Q941857,https://www.wikidata.org/wiki/Q941857,Confluence,,,exact,high
USKL_677bbfef3518,skill,USKL_677bbfef3518,Notion,Q60747998,https://www.wikidata.org/wiki/Q60747998,Notion,,,exact,high
USKL_aa6742fb0e9f,skill,USKL_aa6742fb0e9f,Discord,Q22907849,https://www.wikidata.org/wiki/Q22907849,Discord,,,exact,high
USKL_e33d00c9951d,skill,USKL_e33d00c9951d,databricks,Q107385220,https://www.wikidata.org/wiki/Q107385220,databricks,,,exact,high
USKL_ac19d2359a83,skill,USKL_ac19d2359a83,matplotlib,Q2985668,https://www.wikidata.org/wiki/Q2985668,Matplotlib,,,alias,medium
USKL_5b4ccf34d017,skill,USKL_5b4ccf34d017,vba,Q667566,https://www.wikidata.org/wiki/Q667566,Visual Basic for Applications,,,exact+csv_seed,high
USKL_135a11d2cba1,skill,USKL_135a11d2cba1,vue,Q24589705,https://www.wikidata.org/wiki/Q24589705,Vue.js,,,exact+csv_seed,high
USKL_c86d16633740,skill,USKL_c86d16633740,express,Q115684402,https://www.wikidata.org/wiki/Q115684402,Express Magazine,,,alias,medium
USKL_67bf695ebf5c,skill,USKL_67bf695ebf5c,couchbase,Q107381860,https://www.wikidata.org/wiki/Q107381860,couchbase,,,exact,high
USKL_cbfad5cb4ac8,skill,USKL_cbfad5cb4ac8,datarobot,Q107386070,https://www.wikidata.org/wiki/Q107386070,datarobot,,,exact,high
USKL_76fddc8f8533,skill,USKL_76fddc8f8533,spreadsheet,Q120245887,https://www.wikidata.org/wiki/Q120245887,spreadsheet,,,exact,high
USKL_9197494382ef,skill,USKL_9197494382ef,seaborn,Q95716584,https://www.wikidata.org/wiki/Q95716584,seaborn,,,exact,high
USKL_8be3965d5e0f,skill,USKL_8be3965d5e0f,ggplot2,Q326489,https://www.wikidata.org/wiki/Q326489,ggplot2,,,exact,high
USKL_eb077d910da7,skill,USKL_eb077d910da7,watson,Q15677016,https://www.wikidata.org/wiki/Q15677016,watson,,,exact,high
USKL_012197ae8833,skill,USKL_012197ae8833,reactjs,Q19399674,https://www.wikidata.org/wiki/Q19399674,React,,,exact+csv_seed,high
USKL_992c317b4bf0,skill,USKL_992c317b4bf0,react-redux,Q95958062,https://www.wikidata.org/wiki/Q95958062,react-redux,,,exact,high
USKL_9b3dcbfef626,skill,USKL_9b3dcbfef626,css3,Q27826469,https://www.wikidata.org/wiki/Q27826469,Cascading Style Sheets Level 3,,,exact+csv_seed,high
UOCC_66a1790ba933,occupation,UOCC_66a1790ba933,software analyst,Q2058241,https://www.wikidata.org/wiki/Q2058241,software analyst,,,exact,high
UOCC_133d5fecaede,occupation,UOCC_133d5fecaede,sound operator,Q10341105,https://www.wikidata.org/wiki/Q10341105,sound operator,,,exact,high
UOCC_9b38722f3b0b,occupation,UOCC_9b38722f3b0b,software tester,Q53471584,https://www.wikidata.org/wiki/Q53471584,software tester,,,exact,high
